Date,business_investment,software_spending,interest_rate,corporate_earnings,unemployment_rate,consumer_sentiment,gdp_growth,m2_money_supply,industrial_production
2024-05-12,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-05-13,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-05-14,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-05-15,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-05-16,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-05-17,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-05-18,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-05-19,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-05-20,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-05-21,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-05-22,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-05-23,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-05-24,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-05-25,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-05-26,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-05-27,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-05-28,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-05-29,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-05-30,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-05-31,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-06-02,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-06-03,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-06-04,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-06-05,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-06-06,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-06-07,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-06-08,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-06-09,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-06-10,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-06-11,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-06-12,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-06-13,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-06-14,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-06-15,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-06-16,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-06-17,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-06-18,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-06-19,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-06-20,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-06-21,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-06-22,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-06-23,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-06-24,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-06-25,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-06-26,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-06-27,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-06-28,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-06-29,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-06-30,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-02,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-03,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-04,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-05,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-06,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-07,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-08,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-09,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-10,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-11,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-12,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-13,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-14,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-15,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-16,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-17,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-18,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-19,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-20,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-21,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-22,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-23,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-24,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-25,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-26,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-27,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-28,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-29,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-30,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-07-31,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-02,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-03,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-04,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-05,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-06,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-07,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-08,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-09,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-10,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-11,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-12,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-13,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-14,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-15,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-16,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-17,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-18,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-19,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-20,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-21,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-22,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-23,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-24,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-25,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-26,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-27,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-28,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-29,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-30,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-08-31,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-09-02,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-09-03,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-09-04,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-09-05,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-09-06,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-09-07,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-09-08,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-09-09,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-09-10,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-09-11,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-09-12,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-09-13,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-09-14,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-09-15,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-09-16,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-09-17,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-09-18,84180.0,13736.0,5.33,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-09-19,84180.0,13736.0,4.83,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-09-20,84180.0,13736.0,4.83,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-09-21,84180.0,13736.0,4.83,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-09-22,84180.0,13736.0,4.83,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-09-23,84180.0,13736.0,4.83,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-09-24,84180.0,13736.0,4.83,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-09-25,84180.0,13736.0,4.83,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-09-26,84180.0,13736.0,4.83,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-09-27,84180.0,13736.0,4.83,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-09-28,84180.0,13736.0,4.83,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-09-29,84180.0,13736.0,4.83,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-09-30,84180.0,13736.0,4.83,3141.557,4.1,70.1,2.8,21221.2,102.5497
2024-10-01,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-02,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-03,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-04,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-05,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-06,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-07,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-08,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-09,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-10,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-11,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-12,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-13,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-14,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-15,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-16,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-17,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-18,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-19,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-20,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-21,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-22,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-23,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-24,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-25,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-26,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-27,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-28,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-29,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-30,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-10-31,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-11-01,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-11-02,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-11-03,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-11-04,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-11-05,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-11-06,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-11-07,84180.0,13736.0,4.83,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-11-08,84180.0,13736.0,4.58,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-11-09,84180.0,13736.0,4.58,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-11-10,84180.0,13736.0,4.58,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-11-11,84180.0,13736.0,4.58,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-11-12,84180.0,13736.0,4.58,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-11-13,84180.0,13736.0,4.58,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-11-14,84180.0,13736.0,4.58,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-11-15,84180.0,13736.0,4.58,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-11-16,84180.0,13736.0,4.58,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-11-17,84180.0,13736.0,4.58,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-11-18,84180.0,13736.0,4.58,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-11-19,84180.0,13736.0,4.58,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-11-20,84180.0,13736.0,4.58,3141.557,4.1,70.5,2.8,21221.2,102.2805
2024-11-21,84180.0,13736.0,4.58,3141.557,4.1,70.5,2.8,21221.2,102.2805
