level_0,index,Date,Adj_Closed_price,Log_Return,Next_day_Adj_Open_price,ma_10,ma_30,ema_10,volatility_10,rsi_14,interest_rate_mom,unemployment_rate_mom,delinquency_rate_mom,personal_savings_rate_mom,gdp_growth_mom,cpi_mom,revolving_credit_mom,consumer_sentiment_mom,housing_starts_mom,retail_sales_mom,daily_sentiment_score
341,341,2023-07-11,109.16224670410156,0.024815307495727676,111.10807699563975,106.40983200073242,106.26130040486653,106.48907674909059,0.014650946659859427,59.356037417194095,0.0,-0.10000000000000009,0.0,-0.20000000000000018,0.0,0.21030771512864366,0.5006218835634346,8.813559322033893,-10.612760581174985,0.3113568049956994,
342,342,2023-07-12,109.68760681152344,0.004801110059157345,109.90165286504646,106.8028938293457,106.5820411682129,107.07062766953293,0.01328768412128092,63.79946195025564,0.0,-0.10000000000000009,0.0,-0.20000000000000018,0.0,0.21030771512864366,0.5006218835634346,8.813559322033893,-10.612760581174985,0.3113568049956994,
343,343,2023-07-13,111.088623046875,0.012691901143669517,111.46807019951099,107.28157272338868,106.8891611735026,107.80117228359512,0.013592927281880276,72.39672919412631,0.0,-0.10000000000000009,0.0,-0.20000000000000018,0.0,0.21030771512864366,0.5006218835634346,8.813559322033893,-10.612760581174985,0.3113568049956994,25.0
344,344,2023-07-14,108.52983856201172,-0.023303143623270413,108.07257414789777,107.5043731689453,107.12720362345378,107.93365706148904,0.01618271638293773,63.342317831410455,0.0,-0.10000000000000009,0.0,-0.20000000000000018,0.0,0.21030771512864366,0.5006218835634346,8.813559322033893,-10.612760581174985,0.3113568049956994,25.0
345,345,2023-07-17,110.35894775390625,0.01671306967404192,110.82592957341012,107.89938125610351,107.36038182576497,108.3746190055649,0.01681734251558294,67.98007072787446,0.0,-0.10000000000000009,0.0,-0.20000000000000018,0.0,0.21030771512864366,0.5006218835634346,8.813559322033893,-10.612760581174985,0.3113568049956994,
346,346,2023-07-18,112.92744445800781,0.023007313411013263,113.40418406158868,108.38778762817383,107.5413454691569,109.20240545146359,0.017574430795851567,68.23354715347091,0.0,-0.10000000000000009,0.0,-0.20000000000000018,0.0,0.21030771512864366,0.5006218835634346,8.813559322033893,-10.612760581174985,0.3113568049956994,0.0
347,347,2023-07-19,114.76628112792969,0.016152194298508355,111.876708984375,109.2478530883789,107.83192571004231,110.21401921082105,0.016062135284669096,70.19498698509202,0.0,-0.10000000000000009,0.0,-0.20000000000000018,0.0,0.21030771512864366,0.5006218835634346,8.813559322033893,-10.612760581174985,0.3113568049956994,
348,348,2023-07-20,111.876708984375,-0.025500270027610263,113.28744976552471,109.99992523193359,107.9282455444336,110.51632644237631,0.017635652191448747,61.68914560825597,0.0,-0.10000000000000009,0.0,-0.20000000000000018,0.0,0.21030771512864366,0.5006218835634346,8.813559322033893,-10.612760581174985,0.3113568049956994,21.428571428571427
349,349,2023-07-21,112.44100189208984,0.005031204142009894,112.40208677037401,110.73253860473633,107.99408009847005,110.8662674332333,0.017645552110044885,62.409944228990746,0.0,-0.10000000000000009,0.0,-0.20000000000000018,0.0,0.21030771512864366,0.5006218835634346,8.813559322033893,-10.612760581174985,0.3113568049956994,10.0
350,350,2023-07-24,114.04633331298828,0.01417614193487975,114.16307194579171,111.48850326538086,108.17536900838216,111.44446122955239,0.01769707906489524,62.364753947652524,0.0,-0.10000000000000009,0.0,-0.20000000000000018,0.0,0.21030771512864366,0.5006218835634346,8.813559322033893,-10.612760581174985,0.3113568049956994,0.0
351,351,2023-07-25,111.40969848632812,-0.023390414668644652,111.94480382342277,111.71324844360352,108.27331034342448,111.43814073078434,0.01879375945992571,60.474178562579375,0.0,-0.10000000000000009,0.0,-0.20000000000000018,0.0,0.21030771512864366,0.5006218835634346,8.813559322033893,-10.612760581174985,0.3113568049956994,0.0
352,352,2023-07-26,110.95242309570312,-0.004112895055810228,112.00318448179405,111.83973007202148,108.34498240152995,111.34982843349684,0.018859420701001463,63.92771444551263,0.0,-0.10000000000000009,0.0,-0.20000000000000018,0.0,0.21030771512864366,0.5006218835634346,8.813559322033893,-10.612760581174985,0.3113568049956994,
353,353,2023-07-27,110.9329605102539,-0.0001754291804429503,112.98582952999043,111.82416381835938,108.35698165893555,111.27403426563448,0.01841796946622145,62.68025054913626,0.0,-0.10000000000000009,0.0,-0.20000000000000018,0.0,0.21030771512864366,0.5006218835634346,8.813559322033893,-10.612760581174985,0.3113568049956994,25.0
354,354,2023-07-28,111.74048614501953,0.007253035213538151,112.05182729778032,112.14522857666016,108.43870671590169,111.35884369824994,0.016592386997591965,61.73914911259066,0.0,-0.10000000000000009,0.0,-0.20000000000000018,0.0,0.21030771512864366,0.5006218835634346,8.813559322033893,-10.612760581174985,0.3113568049956994,49.99999999999999
355,355,2023-07-31,113.85173797607422,0.018717963181699732,113.10257887020643,112.49450759887695,108.61286010742188,111.8120972033089,0.016788584519558572,60.74932836481272,0.25,-0.10000000000000009,0.2100000000000004,-0.40000000000000036,2.0000000000000004,0.20559007641371974,0.7841396323331473,11.370716510903423,4.0989399293286155,0.2658207633454701,
356,356,2023-08-01,113.32635498046875,-0.004625304538950698,111.63347194703844,112.53439865112304,108.8207415262858,112.08741679915614,0.015364497417369196,58.3407891377266,0.25,-0.10000000000000009,0.2100000000000004,-0.40000000000000036,2.0000000000000004,0.20559007641371974,0.7841396323331473,11.370716510903423,4.0989399293286155,0.2658207633454701,100.0
357,357,2023-08-02,110.1838150024414,-0.02812173671849073,109.7557247920815,112.07615203857422,108.95468114217122,111.74130738157163,0.016632480264570287,48.07933055531712,0.25,-0.10000000000000009,0.2100000000000004,-0.40000000000000036,2.0000000000000004,0.20559007641371974,0.7841396323331473,11.370716510903423,4.0989399293286155,0.2658207633454701,
358,358,2023-08-03,109.86274719238281,-0.0029181827218896857,110.11706526805831,111.874755859375,109.10516026814778,111.3997509835373,0.014836311309967373,53.126430503863055,0.25,-0.10000000000000009,0.2100000000000004,-0.40000000000000036,2.0000000000000004,0.20559007641371974,0.7841396323331473,11.370716510903423,4.0989399293286155,0.2658207633454701,
359,359,2023-08-04,110.8995590209961,0.009393084078052408,111.60379770384539,111.72061157226562,109.33462982177734,111.30880699034799,0.015121386115892069,51.316991210641646,0.25,-0.10000000000000009,0.2100000000000004,-0.40000000000000036,2.0000000000000004,0.20559007641371974,0.7841396323331473,11.370716510903423,4.0989399293286155,0.2658207633454701,0.0
360,360,2023-08-07,112.74819946289062,0.016532090985991323,109.8725395085297,111.59079818725586,109.63577448527018,111.57051471262847,0.015406358810295144,49.547466862262276,0.25,-0.10000000000000009,0.2100000000000004,-0.40000000000000036,2.0000000000000004,0.20559007641371974,0.7841396323331473,11.370716510903423,4.0989399293286155,0.2658207633454701,
361,361,2023-08-08,112.08309173583984,-0.005916522239330704,111.5842419903526,111.65813751220703,109.927072652181,111.66371053503053,0.013472484550582869,42.79908713757514,0.25,-0.10000000000000009,0.2100000000000004,-0.40000000000000036,2.0000000000000004,0.20559007641371974,0.7841396323331473,11.370716510903423,4.0989399293286155,0.2658207633454701,0.0
362,362,2023-08-09,109.36389923095703,-0.024559639947439905,110.1757373350268,111.49928512573243,110.0473030090332,111.24556302519898,0.015644191214479863,43.19409734520224,0.25,-0.10000000000000009,0.2100000000000004,-0.40000000000000036,2.0000000000000004,0.20559007641371974,0.7841396323331473,11.370716510903423,4.0989399293286155,0.2658207633454701,0.0
363,363,2023-08-10,108.1216812133789,-0.011423575980842725,107.59350311213365,111.21815719604493,110.10796457926432,110.67758451395896,0.015944489126565525,38.715590186062336,0.25,-0.10000000000000009,0.2100000000000004,-0.40000000000000036,2.0000000000000004,0.20559007641371974,0.7841396323331473,11.370716510903423,4.0989399293286155,0.2658207633454701,0.0
364,364,2023-08-11,107.9651870727539,-0.0014484375587117447,107.08488007953886,110.84062728881835,110.16340967814128,110.18442134283076,0.015582359103607698,32.8115268962638,0.25,-0.10000000000000009,0.2100000000000004,-0.40000000000000036,2.0000000000000004,0.20559007641371974,0.7841396323331473,11.370716510903423,4.0989399293286155,0.2658207633454701,0.0
365,365,2023-08-14,106.77188110351562,-0.011114226929187728,105.08950981643167,110.1326416015625,110.17551015218099,109.56395948113709,0.013598975207215957,35.7265223777984,0.25,-0.10000000000000009,0.2100000000000004,-0.40000000000000036,2.0000000000000004,0.20559007641371974,0.7841396323331473,11.370716510903423,4.0989399293286155,0.2658207633454701,25.0
366,366,2023-08-15,104.57110595703125,-0.020827326521880983,104.15051030374319,109.25711669921876,110.05976765950521,108.65616793129965,0.014308042688463786,32.264045639528476,0.25,-0.10000000000000009,0.2100000000000004,-0.40000000000000036,2.0000000000000004,0.20559007641371974,0.7841396323331473,11.370716510903423,4.0989399293286155,0.2658207633454701,12.5
367,367,2023-08-16,102.6246337890625,-0.01878928046253761,103.09413696634962,108.50119857788086,109.941734568278,107.5595253599838,0.013106616339669414,29.142401187803415,0.25,-0.10000000000000009,0.2100000000000004,-0.40000000000000036,2.0000000000000004,0.20559007641371974,0.7841396323331473,11.370716510903423,4.0989399293286155,0.2658207633454701,
368,368,2023-08-17,102.77135467529297,0.001428663843760467,101.53892532763243,107.79205932617188,109.88891347249348,106.68894887185819,0.01333114207082274,26.710791150274176,0.25,-0.10000000000000009,0.2100000000000004,-0.40000000000000036,2.0000000000000004,0.20559007641371974,0.7841396323331473,11.370716510903423,4.0989399293286155,0.2658207633454701,0.0
369,369,2023-08-18,102.74201965332031,-0.00028548041963419324,102.96697700958852,106.9763053894043,109.80981852213542,105.97132537757858,0.012350426785253558,17.655535954730226,0.25,-0.10000000000000009,0.2100000000000004,-0.40000000000000036,2.0000000000000004,0.20559007641371974,0.7841396323331473,11.370716510903423,4.0989399293286155,0.2658207633454701,0.0
370,370,2023-08-21,102.10623168945312,-0.006207424288170456,102.2431678631874,105.91210861206055,109.66380335489909,105.26858107064668,0.009060501111863966,17.542760791168448,0.25,-0.10000000000000009,0.2100000000000004,-0.40000000000000036,2.0000000000000004,0.20559007641371974,0.7841396323331473,11.370716510903423,4.0989399293286155,0.2658207633454701,0.0
371,371,2023-08-22,98.105712890625,-0.03996815821015656,98.05680448952543,104.51437072753906,109.29525222778321,103.96624140155181,0.012953477407983654,16.71314194015308,0.25,-0.10000000000000009,0.2100000000000004,-0.40000000000000036,2.0000000000000004,0.20559007641371974,0.7841396323331473,11.370716510903423,4.0989399293286155,0.2658207633454701,
372,372,2023-08-23,99.39683532714844,0.013074675146506332,99.60224443445361,103.51766433715821,108.95222651163736,103.13544029711483,0.01467730639271632,22.62024802064896,0.25,-0.10000000000000009,0.2100000000000004,-0.40000000000000036,2.0000000000000004,0.20559007641371974,0.7841396323331473,11.370716510903423,4.0989399293286155,0.2658207633454701,0.0
373,373,2023-08-24,99.25990295410156,-0.001378582935752933,99.26967471391438,102.63148651123046,108.55793584187826,102.43079714383968,0.014877661015709325,18.04508695460933,0.25,-0.10000000000000009,0.2100000000000004,-0.40000000000000036,2.0000000000000004,0.20559007641371974,0.7841396323331473,11.370716510903423,4.0989399293286155,0.2658207633454701,0.0
374,374,2023-08-25,98.6436767578125,-0.006227559792004768,99.5631217152522,101.69933547973633,108.22839711507162,101.74222980092564,0.014699833045201461,8.467759690514598,0.25,-0.10000000000000009,0.2100000000000004,-0.40000000000000036,2.0000000000000004,0.20559007641371974,0.7841396323331473,11.370716510903423,4.0989399293286155,0.2658207633454701,0.0
375,375,2023-08-28,99.36749267578125,0.007310892046962389,99.14252301258365,100.95889663696289,107.86201527913411,101.31045941453574,0.015540193569335146,12.686599576864083,0.25,-0.10000000000000009,0.2100000000000004,-0.40000000000000036,2.0000000000000004,0.20559007641371974,0.7841396323331473,11.370716510903423,4.0989399293286155,0.2658207633454701,0.0
376,376,2023-08-29,101.25526428222656,0.01881967282608845,101.333517497376,100.62731246948242,107.47294260660807,101.30042393593406,0.016688569927296542,24.984924793430835,0.25,-0.10000000000000009,0.2100000000000004,-0.40000000000000036,2.0000000000000004,0.20559007641371974,0.7841396323331473,11.370716510903423,4.0989399293286155,0.2658207633454701,0.0
377,377,2023-08-30,100.31626892089844,-0.009316813130292515,100.84446019593075,100.39647598266602,106.99127553304037,101.12148666047302,0.015959719958446777,25.461274438082995,0.25,-0.10000000000000009,0.2100000000000004,-0.40000000000000036,2.0000000000000004,0.20559007641371974,0.7841396323331473,11.370716510903423,4.0989399293286155,0.2658207633454701,0.0
378,378,2023-08-31,100.14999389648438,-0.0016588832475663202,100.90314436857341,100.13433990478515,106.60038503011067,100.94485161247508,0.015909895797862773,25.44562576975646,0.0,0.2999999999999998,0.0,0.10000000000000053,0.0,0.5117717347059347,0.9032847024884383,-2.9370629370629286,-11.405295315682284,0.8104065643366187,0.0
379,379,2023-09-01,101.23570251464844,0.010782485115663697,100.81511097375507,99.98370819091797,106.22687505086263,100.99773359468841,0.0164629133012989,32.487604885451375,0.0,0.2999999999999998,0.0,0.10000000000000053,0.0,0.5117717347059347,0.9032847024884383,-2.9370629370629286,-11.405295315682284,0.8104065643366187,
380,380,2023-09-05,99.51420593261719,-0.01715107911819091,98.85886628071425,99.72450561523438,105.74247080485026,100.72800129249363,0.017161234667433193,33.5034873696094,0.0,0.2999999999999998,0.0,0.10000000000000053,0.0,0.5117717347059347,0.9032847024884383,-2.9370629370629286,-11.405295315682284,0.8104065643366187,0.0
381,381,2023-09-06,99.2403335571289,-0.0027558872318368542,98.42849799314153,99.83796768188476,105.33682530721029,100.45751624970003,0.011123589297027062,37.60745317877025,0.0,0.2999999999999998,0.0,0.10000000000000053,0.0,0.5117717347059347,0.9032847024884383,-2.9370629370629286,-11.405295315682284,0.8104065643366187,0.0
382,382,2023-09-07,97.7340316772461,-0.01529469321329909,97.69490586842994,99.67168731689453,104.89621225992839,99.96233723652658,0.011359528410864767,33.22475934176721,0.0,0.2999999999999998,0.0,0.10000000000000053,0.0,0.5117717347059347,0.9032847024884383,-2.9370629370629286,-11.405295315682284,0.8104065643366187,
383,383,2023-09-08,97.7340316772461,0.0,98.67301658293266,99.51910018920898,104.4562479654948,99.55719077120284,0.0113720461072422,33.28980174543847,0.0,0.2999999999999998,0.0,0.10000000000000053,0.0,0.5117717347059347,0.9032847024884383,-2.9370629370629286,-11.405295315682284,0.8104065643366187,
384,384,2023-09-11,97.84161376953125,0.0011001584874271067,97.54819545377943,99.43889389038085,103.99295221964518,99.24526767998982,0.011272745903101542,35.25029316180948,0.0,0.2999999999999998,0.0,0.10000000000000053,0.0,0.5117717347059347,0.9032847024884383,-2.9370629370629286,-11.405295315682284,0.8104065643366187,0.0
385,385,2023-09-12,98.83931732177734,0.010145488986414928,99.514217549786,99.38607635498047,103.49253819783529,99.17145852395117,0.011532465889906814,53.20244885507166,0.0,0.2999999999999998,0.0,0.10000000000000053,0.0,0.5117717347059347,0.9032847024884383,-2.9370629370629286,-11.405295315682284,0.8104065643366187,0.0
386,386,2023-09-13,98.14484405517578,-0.007051086128473376,99.18164861353453,99.0750343322754,102.98648783365886,98.98480134781018,0.009416369526531174,44.23425708802595,0.0,0.2999999999999998,0.0,0.10000000000000053,0.0,0.5117717347059347,0.9032847024884383,-2.9370629370629286,-11.405295315682284,0.8104065643366187,0.0
387,387,2023-09-14,100.02283477783203,0.018954119633235803,99.6902727291702,99.04569091796876,102.64778849283854,99.17353469872324,0.011386910546172604,53.027936628286184,0.0,0.2999999999999998,0.0,0.10000000000000053,0.0,0.5117717347059347,0.9032847024884383,-2.9370629370629286,-11.405295315682284,0.8104065643366187,50.0
388,388,2023-09-15,102.1747055053711,0.021285639489966167,101.61717679408154,99.24816207885742,102.39152043660482,99.71920211811376,0.013241683590161401,62.49138351237454,0.0,0.2999999999999998,0.0,0.10000000000000053,0.0,0.5117717347059347,0.9032847024884383,-2.9370629370629286,-11.405295315682284,0.8104065643366187,
389,389,2023-09-18,100.3358383178711,-0.018161204796587175,100.33583783126788,99.15817565917969,102.03939641316732,99.8313177907969,0.014235073080768892,53.175130897255976,0.0,0.2999999999999998,0.0,0.10000000000000053,0.0,0.5117717347059347,0.9032847024884383,-2.9370629370629286,-11.405295315682284,0.8104065643366187,
390,390,2023-09-19,99.4653091430664,-0.008714010849515853,100.24780074573187,99.15328598022461,101.59663340250651,99.76477076393681,0.013389290726686976,43.71136496561277,0.0,0.2999999999999998,0.0,0.10000000000000053,0.0,0.5117717347059347,0.9032847024884383,-2.9370629370629286,-11.405295315682284,0.8104065643366187,
391,391,2023-09-20,98.36002349853516,-0.011174475291559117,97.95899700979383,99.06525497436523,101.13919779459636,99.5093621702274,0.013835610938713825,43.20651727534736,0.0,0.2999999999999998,0.0,0.10000000000000053,0.0,0.5117717347059347,0.9032847024884383,-2.9370629370629286,-11.405295315682284,0.8104065643366187,
392,392,2023-09-21,96.76568603515625,-0.016342007920677505,96.68743016067974,98.96842041015626,100.71925735473633,99.01051196385083,0.013960160528607391,39.30777285199976,0.0,0.2999999999999998,0.0,0.10000000000000053,0.0,0.5117717347059347,0.9032847024884383,-2.9370629370629286,-11.405295315682284,0.8104065643366187,
393,393,2023-09-22,96.1201171875,-0.006693818283976561,95.51369102975791,98.80702896118164,100.31920522054037,98.48498564087794,0.014067182630553905,33.37571368075301,0.0,0.2999999999999998,0.0,0.10000000000000053,0.0,0.5117717347059347,0.9032847024884383,-2.9370629370629286,-11.405295315682284,0.8104065643366187,-100.0
394,394,2023-09-25,95.73865509033203,-0.00397649370205804,94.87791247819317,98.59673309326172,99.91165415445964,97.98565281350595,0.014047890673461357,36.55990140232274,0.0,0.2999999999999998,0.0,0.10000000000000053,0.0,0.5117717347059347,0.9032847024884383,-2.9370629370629286,-11.405295315682284,0.8104065643366187,
395,395,2023-09-26,94.97572326660156,-0.008000821963241308,95.37675987958399,98.21037368774414,99.51844889322916,97.43839289588696,0.013438693621280041,35.32976155295286,0.0,0.2999999999999998,0.0,0.10000000000000053,0.0,0.5117717347059347,0.9032847024884383,-2.9370629370629286,-11.405295315682284,0.8104065643366187,
396,396,2023-09-27,93.40094757080078,-0.01671982390039008,93.36181115695113,97.73598403930664,99.14611028035482,96.70431192768947,0.014018900194052046,35.16410374830076,0.0,0.2999999999999998,0.0,0.10000000000000053,0.0,0.5117717347059347,0.9032847024884383,-2.9370629370629286,-11.405295315682284,0.8104065643366187,
397,397,2023-09-28,94.88768768310547,0.015792466813894217,95.55281683027731,97.22246932983398,98.88821207682291,96.37401661049238,0.013443636774960336,41.154993636686065,0.0,0.2999999999999998,0.0,0.10000000000000053,0.0,0.5117717347059347,0.9032847024884383,-2.9370629370629286,-11.405295315682284,0.8104065643366187,50.0
398,398,2023-09-29,94.92681884765625,0.0004123095312400597,94.75076221146696,96.4976806640625,98.62672754923503,96.11088974452215,0.010055846247318277,40.90358439460722,0.0,0.2999999999999998,0.0,0.10000000000000053,0.0,0.5117717347059347,0.9032847024884383,-2.9370629370629286,-11.405295315682284,0.8104065643366187,
399,399,2023-10-02,93.03904724121094,-0.02008699898187031,92.0120022457253,95.76800155639648,98.30329513549805,95.5523729257383,0.010301178589653178,32.851345834151005,0.0,0.0,0.0,-0.2999999999999998,0.0,0.35958417568349166,0.524690166390851,-2.3054755043227737,4.444444444444451,0.8432461313516271,0.0
400,400,2023-10-03,91.01432037353516,-0.02200240696610294,91.23928666327873,94.92290267944335,97.93356475830078,94.72727246170135,0.01127868075408947,30.45573969872197,0.0,0.0,0.0,-0.2999999999999998,0.0,0.35958417568349166,0.524690166390851,-2.3054755043227737,4.444444444444451,0.8432461313516271,
401,401,2023-10-04,90.58394622802734,-0.004739857481049999,89.84058038405078,94.14529495239258,97.68283920288086,93.97394041921515,0.011316670515966692,21.898656776627334,0.0,0.0,0.0,-0.2999999999999998,0.0,0.35958417568349166,0.524690166390851,-2.3054755043227737,4.444444444444451,0.8432461313516271,
402,402,2023-10-05,90.09489440917969,-0.00541350621323865,89.35151527173937,93.47821578979492,97.37277450561524,93.26865932648143,0.010969217578774426,10.084035731950877,0.0,0.0,0.0,-0.2999999999999998,0.0,0.35958417568349166,0.524690166390851,-2.3054755043227737,4.444444444444451,0.8432461313516271,
403,403,2023-10-06,91.49360656738281,0.015405599075828608,90.56438783368091,93.0155647277832,97.11389795939128,92.94592246119078,0.013090743566478382,19.906773416090616,0.0,0.0,0.0,-0.2999999999999998,0.0,0.35958417568349166,0.524690166390851,-2.3054755043227737,4.444444444444451,0.8432461313516271,
404,404,2023-10-09,92.26632690429688,0.008410156413310738,93.14663026519436,92.66833190917968,96.90131963094076,92.8223596326646,0.013760204124011556,25.33512197493637,0.0,0.0,0.0,-0.2999999999999998,0.0,0.35958417568349166,0.524690166390851,-2.3054755043227737,4.444444444444451,0.8432461313516271,
405,405,2023-10-10,94.85834503173828,0.027705421195174967,94.8779076166132,92.65659408569336,96.75101470947266,93.19253879613254,0.01681266356961766,39.11191452212859,0.0,0.0,0.0,-0.2999999999999998,0.0,0.35958417568349166,0.524690166390851,-2.3054755043227737,4.444444444444451,0.8432461313516271,0.0
406,406,2023-10-11,94.99528503417969,0.001442585281536386,95.57237256409798,92.81602783203125,96.54234873453775,93.52031083941382,0.015769253527228112,43.946488050020456,0.0,0.0,0.0,-0.2999999999999998,0.0,0.35958417568349166,0.524690166390851,-2.3054755043227737,4.444444444444451,0.8432461313516271,100.0
407,407,2023-10-12,94.78987884521484,-0.0021646188244641607,95.56258582893523,92.80624694824219,96.35813573201497,93.7511413859231,0.014988327239239532,45.31036927577364,0.0,0.0,0.0,-0.2999999999999998,0.0,0.35958417568349166,0.524690166390851,-2.3054755043227737,4.444444444444451,0.8432461313516271,
408,408,2023-10-13,93.11727905273438,-0.01780287656354383,94.30082650347367,92.62529296875,96.12371190388997,93.6358936889797,0.015991961762468566,41.52968526201868,0.0,0.0,0.0,-0.2999999999999998,0.0,0.35958417568349166,0.524690166390851,-2.3054755043227737,4.444444444444451,0.8432461313516271,0.0
409,409,2023-10-16,95.0246353149414,0.020276413326097913,93.8117580555655,92.82385177612305,95.9166763305664,93.88839216642728,0.01599229460571647,50.147162997653574,0.0,0.0,0.0,-0.2999999999999998,0.0,0.35958417568349166,0.524690166390851,-2.3054755043227737,4.444444444444451,0.8432461313516271,
410,410,2023-10-17,95.89515686035156,0.00911930154876038,94.91703091767846,93.31193542480469,95.79604136149088,94.25325847441351,0.013632241995066689,57.836490819981314,0.0,0.0,0.0,-0.2999999999999998,0.0,0.35958417568349166,0.524690166390851,-2.3054755043227737,4.444444444444451,0.8432461313516271,
411,411,2023-10-18,93.83131408691406,-0.02175683945650031,92.44238917815656,93.63667221069336,95.61574071248373,94.17654131304998,0.015889433827798866,46.797154424340896,0.0,0.0,0.0,-0.2999999999999998,0.0,0.35958417568349166,0.524690166390851,-2.3054755043227737,4.444444444444451,0.8432461313516271,0.0
412,412,2023-10-19,90.67198181152344,-0.03425024034921409,90.37854418264853,93.69438095092774,95.38033905029297,93.53934867640879,0.019821479781592558,39.15211892463028,0.0,0.0,0.0,-0.2999999999999998,0.0,0.35958417568349166,0.524690166390851,-2.3054755043227737,4.444444444444451,0.8432461313516271,
413,413,2023-10-20,88.25601959228516,-0.027006494666229793,88.08973386269685,93.37062225341796,95.0644053141276,92.57874338838631,0.02082284711491288,38.1252952476633,0.0,0.0,0.0,-0.2999999999999998,0.0,0.35958417568349166,0.524690166390851,-2.3054755043227737,4.444444444444451,0.8432461313516271,
414,414,2023-10-23,88.4027328491211,0.0016609795839537492,88.72551016789414,92.9842628479004,94.74977595011393,91.81946874488355,0.020497048197270086,42.84949143082031,0.0,0.0,0.0,-0.2999999999999998,0.0,0.35958417568349166,0.524690166390851,-2.3054755043227737,4.444444444444451,0.8432461313516271,0.0
415,415,2023-10-24,87.24854278564453,-0.013142024402703704,86.66167435368246,92.22328262329101,94.36341679890951,90.98839129774917,0.017223920199407057,41.21585726054371,0.0,0.0,0.0,-0.2999999999999998,0.0,0.35958417568349166,0.524690166390851,-2.3054755043227737,4.444444444444451,0.8432461313516271,
416,416,2023-10-25,87.0235824584961,-0.002581714680815329,87.45395466386023,91.42611236572266,93.99270807902018,90.26751696333952,0.017015124252568327,41.7972683574894,0.0,0.0,0.0,-0.2999999999999998,0.0,0.35958417568349166,0.524690166390851,-2.3054755043227737,4.444444444444451,0.8432461313516271,
417,417,2023-10-26,87.55176544189453,0.006051078819462752,94.3790616556036,90.70230102539062,93.57700576782227,89.77374395944042,0.017558879909077924,38.95888975365993,0.0,0.0,0.0,-0.2999999999999998,0.0,0.35958417568349166,0.524690166390851,-2.3054755043227737,4.444444444444451,0.8432461313516271,12.5
418,418,2023-10-27,95.60171508789062,0.08796053666181966,96.46247533423517,90.95074462890625,93.35790608723958,90.83337507370409,0.03457128017477732,56.63680245229043,0.0,0.0,0.0,-0.2999999999999998,0.0,0.35958417568349166,0.524690166390851,-2.3054755043227737,4.444444444444451,0.8432461313516271,50.0
419,419,2023-10-30,98.34046936035156,0.028244874658606017,98.67302460585836,91.28232803344727,93.2913937886556,92.19830130763998,0.035110757421666416,56.88855402684189,0.0,0.0,0.0,-0.2999999999999998,0.0,0.35958417568349166,0.524690166390851,-2.3054755043227737,4.444444444444451,0.8432461313516271,
420,420,2023-10-31,99.07405853271484,0.007432001654770565,99.4261844842956,91.6002182006836,93.27835210164388,93.44843898492633,0.03508442288814542,57.88279660549611,0.0,0.0,0.11999999999999966,0.09999999999999964,-1.2000000000000002,0.07907890968732456,0.34541723972665306,-5.899705014749268,0.14673514306675628,-0.44907557088713634,
421,421,2023-11-01,98.07637023925781,-0.01012117312080148,99.76850820734019,92.02472381591797,93.2688969930013,94.28988103116842,0.03434772665332254,56.162870183243555,0.0,0.0,0.11999999999999966,0.09999999999999964,-1.2000000000000002,0.07907890968732456,0.34541723972665306,-5.899705014749268,0.14673514306675628,-0.44907557088713634,
422,422,2023-11-02,102.36053466796875,0.04275477134631369,103.55385867090837,93.1935791015625,93.45539194742838,95.75727260149574,0.03333058391855296,65.78683192777993,0.0,0.0,0.11999999999999966,0.09999999999999964,-1.2000000000000002,0.07907890968732456,0.34541723972665306,-5.899705014749268,0.14673514306675628,-0.44907557088713634,0.0
423,423,2023-11-03,103.99401092529297,0.015832075541142663,103.77882481356937,94.76737823486329,93.71785507202148,97.25486138764069,0.030363136177662182,65.4637328339904,0.0,0.0,0.11999999999999966,0.09999999999999964,-1.2000000000000002,0.07907890968732456,0.34541723972665306,-5.899705014749268,0.14673514306675628,-0.44907557088713634,0.0
424,424,2023-11-06,103.1430435180664,-0.008216513428621529,102.54639045497557,96.24140930175781,93.96466801961263,98.32543995680899,0.03104913389948278,62.504215258961025,0.0,0.0,0.11999999999999966,0.09999999999999964,-1.2000000000000002,0.07907890968732456,0.34541723972665306,-5.899705014749268,0.14673514306675628,-0.44907557088713634,0.0
425,425,2023-11-07,102.71267700195312,-0.00418125026624319,102.70289157532764,97.78782272338867,94.22256647745768,99.12311941956247,0.030252279501883358,66.2375062629094,0.0,0.0,0.11999999999999966,0.09999999999999964,-1.2000000000000002,0.07907890968732456,0.34541723972665306,-5.899705014749268,0.14673514306675628,-0.44907557088713634,50.0
426,426,2023-11-08,102.78114318847656,0.0006663576451440126,103.44626055592222,99.36357879638672,94.53523966471354,99.78821465027413,0.030043536710777172,74.95969454028501,0.0,0.0,0.11999999999999966,0.09999999999999964,-1.2000000000000002,0.07907890968732456,0.34541723972665306,-5.899705014749268,0.14673514306675628,-0.44907557088713634,50.0
427,427,2023-11-09,102.20404052734375,-0.005630691695946512,102.31226123489971,100.82880630493165,94.77911809285482,100.22745571883223,0.030720590521153432,81.10818401693139,0.0,0.0,0.11999999999999966,0.09999999999999964,-1.2000000000000002,0.07907890968732456,0.34541723972665306,-5.899705014749268,0.14673514306675628,-0.44907557088713634,0.0
