Date,pharmaceutical_prices,unemployment_rate,interest_rate,gdp_growth,consumer_sentiment,m2_money_supply
2024-05-07,281.741,4.1,5.33,2.8,70.5,21221.2
2024-05-08,281.741,4.1,5.33,2.8,70.5,21221.2
2024-05-09,281.741,4.1,5.33,2.8,70.5,21221.2
2024-05-10,281.741,4.1,5.33,2.8,70.5,21221.2
2024-05-11,281.741,4.1,5.33,2.8,70.5,21221.2
2024-05-12,281.741,4.1,5.33,2.8,70.5,21221.2
2024-05-13,281.741,4.1,5.33,2.8,70.5,21221.2
2024-05-14,281.741,4.1,5.33,2.8,70.5,21221.2
2024-05-15,281.741,4.1,5.33,2.8,70.5,21221.2
2024-05-16,281.741,4.1,5.33,2.8,70.5,21221.2
2024-05-17,281.741,4.1,5.33,2.8,70.5,21221.2
2024-05-18,281.741,4.1,5.33,2.8,70.5,21221.2
2024-05-19,281.741,4.1,5.33,2.8,70.5,21221.2
2024-05-20,281.741,4.1,5.33,2.8,70.5,21221.2
2024-05-21,281.741,4.1,5.33,2.8,70.5,21221.2
2024-05-22,281.741,4.1,5.33,2.8,70.5,21221.2
2024-05-23,281.741,4.1,5.33,2.8,70.5,21221.2
2024-05-24,281.741,4.1,5.33,2.8,70.5,21221.2
2024-05-25,281.741,4.1,5.33,2.8,70.5,21221.2
2024-05-26,281.741,4.1,5.33,2.8,70.5,21221.2
2024-05-27,281.741,4.1,5.33,2.8,70.5,21221.2
2024-05-28,281.741,4.1,5.33,2.8,70.5,21221.2
2024-05-29,281.741,4.1,5.33,2.8,70.5,21221.2
2024-05-30,281.741,4.1,5.33,2.8,70.5,21221.2
2024-05-31,281.741,4.1,5.33,2.8,70.5,21221.2
2024-06-02,281.741,4.1,5.33,2.8,70.5,21221.2
2024-06-03,281.741,4.1,5.33,2.8,70.5,21221.2
2024-06-04,281.741,4.1,5.33,2.8,70.5,21221.2
2024-06-05,281.741,4.1,5.33,2.8,70.5,21221.2
2024-06-06,281.741,4.1,5.33,2.8,70.5,21221.2
2024-06-07,281.741,4.1,5.33,2.8,70.5,21221.2
2024-06-08,281.741,4.1,5.33,2.8,70.5,21221.2
2024-06-09,281.741,4.1,5.33,2.8,70.5,21221.2
2024-06-10,281.741,4.1,5.33,2.8,70.5,21221.2
2024-06-11,281.741,4.1,5.33,2.8,70.5,21221.2
2024-06-12,281.741,4.1,5.33,2.8,70.5,21221.2
2024-06-13,281.741,4.1,5.33,2.8,70.5,21221.2
2024-06-14,281.741,4.1,5.33,2.8,70.5,21221.2
2024-06-15,281.741,4.1,5.33,2.8,70.5,21221.2
2024-06-16,281.741,4.1,5.33,2.8,70.5,21221.2
2024-06-17,281.741,4.1,5.33,2.8,70.5,21221.2
2024-06-18,281.741,4.1,5.33,2.8,70.5,21221.2
2024-06-19,281.741,4.1,5.33,2.8,70.5,21221.2
2024-06-20,281.741,4.1,5.33,2.8,70.5,21221.2
2024-06-21,281.741,4.1,5.33,2.8,70.5,21221.2
2024-06-22,281.741,4.1,5.33,2.8,70.5,21221.2
2024-06-23,281.741,4.1,5.33,2.8,70.5,21221.2
2024-06-24,281.741,4.1,5.33,2.8,70.5,21221.2
2024-06-25,281.741,4.1,5.33,2.8,70.5,21221.2
2024-06-26,281.741,4.1,5.33,2.8,70.5,21221.2
2024-06-27,281.741,4.1,5.33,2.8,70.5,21221.2
2024-06-28,281.741,4.1,5.33,2.8,70.5,21221.2
2024-06-29,281.741,4.1,5.33,2.8,70.5,21221.2
2024-06-30,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-02,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-03,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-04,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-05,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-06,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-07,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-08,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-09,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-10,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-11,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-12,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-13,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-14,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-15,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-16,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-17,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-18,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-19,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-20,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-21,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-22,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-23,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-24,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-25,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-26,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-27,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-28,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-29,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-30,281.741,4.1,5.33,2.8,70.5,21221.2
2024-07-31,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-02,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-03,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-04,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-05,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-06,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-07,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-08,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-09,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-10,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-11,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-12,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-13,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-14,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-15,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-16,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-17,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-18,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-19,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-20,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-21,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-22,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-23,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-24,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-25,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-26,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-27,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-28,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-29,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-30,281.741,4.1,5.33,2.8,70.5,21221.2
2024-08-31,281.741,4.1,5.33,2.8,70.5,21221.2
2024-09-02,281.741,4.1,5.33,2.8,70.5,21221.2
2024-09-03,281.741,4.1,5.33,2.8,70.5,21221.2
2024-09-04,281.741,4.1,5.33,2.8,70.5,21221.2
2024-09-05,281.741,4.1,5.33,2.8,70.5,21221.2
2024-09-06,281.741,4.1,5.33,2.8,70.5,21221.2
2024-09-07,281.741,4.1,5.33,2.8,70.5,21221.2
2024-09-08,281.741,4.1,5.33,2.8,70.5,21221.2
2024-09-09,281.741,4.1,5.33,2.8,70.5,21221.2
2024-09-10,281.741,4.1,5.33,2.8,70.5,21221.2
2024-09-11,281.741,4.1,5.33,2.8,70.5,21221.2
2024-09-12,281.741,4.1,5.33,2.8,70.5,21221.2
2024-09-13,281.741,4.1,5.33,2.8,70.5,21221.2
2024-09-14,281.741,4.1,5.33,2.8,70.5,21221.2
2024-09-15,281.741,4.1,5.33,2.8,70.5,21221.2
2024-09-16,281.741,4.1,5.33,2.8,70.5,21221.2
2024-09-17,281.741,4.1,5.33,2.8,70.5,21221.2
2024-09-18,281.741,4.1,5.33,2.8,70.5,21221.2
2024-09-19,281.741,4.1,4.83,2.8,70.5,21221.2
2024-09-20,281.741,4.1,4.83,2.8,70.5,21221.2
2024-09-21,281.741,4.1,4.83,2.8,70.5,21221.2
2024-09-22,281.741,4.1,4.83,2.8,70.5,21221.2
2024-09-23,281.741,4.1,4.83,2.8,70.5,21221.2
2024-09-24,281.741,4.1,4.83,2.8,70.5,21221.2
2024-09-25,281.741,4.1,4.83,2.8,70.5,21221.2
2024-09-26,281.741,4.1,4.83,2.8,70.5,21221.2
2024-09-27,281.741,4.1,4.83,2.8,70.5,21221.2
2024-09-28,281.741,4.1,4.83,2.8,70.5,21221.2
2024-09-29,281.741,4.1,4.83,2.8,70.5,21221.2
2024-09-30,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-02,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-03,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-04,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-05,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-06,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-07,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-08,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-09,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-10,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-11,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-12,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-13,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-14,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-15,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-16,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-17,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-18,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-19,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-20,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-21,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-22,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-23,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-24,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-25,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-26,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-27,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-28,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-29,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-30,281.741,4.1,4.83,2.8,70.5,21221.2
2024-10-31,281.741,4.1,4.83,2.8,70.5,21221.2
2024-11-01,281.741,4.1,4.83,2.8,70.5,21221.2
2024-11-02,281.741,4.1,4.83,2.8,70.5,21221.2
2024-11-03,281.741,4.1,4.83,2.8,70.5,21221.2
2024-11-04,281.741,4.1,4.83,2.8,70.5,21221.2
2024-11-05,281.741,4.1,4.83,2.8,70.5,21221.2
2024-11-06,281.741,4.1,4.83,2.8,70.5,21221.2
2024-11-07,281.741,4.1,4.83,2.8,70.5,21221.2
2024-11-08,281.741,4.1,4.58,2.8,70.5,21221.2
2024-11-09,281.741,4.1,4.58,2.8,70.5,21221.2
2024-11-10,281.741,4.1,4.58,2.8,70.5,21221.2
2024-11-11,281.741,4.1,4.58,2.8,70.5,21221.2
2024-11-12,281.741,4.1,4.58,2.8,70.5,21221.2
2024-11-13,281.741,4.1,4.58,2.8,70.5,21221.2
2024-11-14,281.741,4.1,4.58,2.8,70.5,21221.2
2024-11-15,281.741,4.1,4.58,2.8,70.5,21221.2
2024-11-16,281.741,4.1,4.58,2.8,70.5,21221.2
2024-11-17,281.741,4.1,4.58,2.8,70.5,21221.2
2024-11-18,281.741,4.1,4.58,2.8,70.5,21221.2
2024-11-19,281.741,4.1,4.58,2.8,70.5,21221.2
2024-11-20,281.741,4.1,4.58,2.8,70.5,21221.2
2024-11-21,281.741,4.1,4.58,2.8,70.5,21221.2
