level_0,index,Date,Adj_Closed_price,Log_Return,Next_day_Adj_Open_price,ma_10,ma_30,ema_10,volatility_10,rsi_14,interest_rate_mom,gdp_growth_mom,business_investment_mom,software_spending_mom,corporate_earnings_mom,industrial_production_mom,m2_money_supply_mom,consumer_sentiment_mom,daily_sentiment_score
344,344,2023-07-14,117.39947509765625,0.01537706556530258,116.98606282394206,114.36027603149414,113.58760350545248,114.82724457072828,0.011021112409740122,53.11913610325595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.999999999999996
345,345,2023-07-17,117.02543640136719,-0.003191120016280987,116.91715756054248,114.38158340454102,114.0230214436849,115.22691581266261,0.010575265327922597,58.24283713017399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333
346,346,2023-07-18,118.87594604492188,0.01568916284221652,118.92517519175091,114.77823181152344,114.52339274088541,115.89037585489157,0.009821082840223181,60.37918064205842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
347,347,2023-07-19,116.82858276367188,-0.017372723252207276,115.64738037098319,115.08686752319336,114.92151489257813,116.06095892921526,0.011101247805659338,57.60771009428164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333
348,348,2023-07-20,114.06262969970703,-0.023960075029096972,114.66307464495962,115.16893463134765,115.22188008626303,115.69762634203194,0.013865464270311535,45.96475637966193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
349,349,2023-07-21,115.80488586425781,0.015159075644088098,116.09033374707006,115.50761795043945,115.6408073425293,115.71712807334573,0.014235502538512471,47.29275819171698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,350,2023-07-24,116.21829223632812,0.0035634957931758274,116.12970976502218,115.91020278930664,116.00060348510742,115.80824883025161,0.01412768499236042,53.823059454857855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,351,2023-07-25,116.10017395019531,-0.0010168653249973147,115.57849297955234,116.21238784790039,116.27897364298502,115.86132612478681,0.0141037232664104,57.33719508576176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
352,352,2023-07-26,113.68860626220703,-0.020990200022161003,115.70645168727232,116.16120529174805,116.26181971232096,115.4662861497723,0.015637755137368453,51.24208460933625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
353,353,2023-07-27,114.5744857788086,0.007761955350539458,114.85008707710756,116.0578514099121,116.26602096557617,115.30414062777889,0.015293375548181061,55.976236126534296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
354,354,2023-07-28,114.17090606689453,-0.0035286405327370545,114.60401535000938,115.73499450683593,116.07399978637696,115.09809798034537,0.01418639839686371,55.429457730498775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
355,355,2023-07-31,115.39147186279297,0.010633948896777545,115.08632716166645,115.57159805297852,115.78272603352865,115.15143868624493,0.014803056958207642,56.233426440637814,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333
356,356,2023-08-01,116.06080627441406,0.005783795112359547,115.08633201542321,115.29008407592774,115.54940185546874,115.31677824773021,0.01383156483898527,55.13869717590085,,,,,,,,,20.833333333333332
357,357,2023-08-02,113.89530944824219,-0.018834557496186864,113.43268310972763,114.99675674438477,115.3557144165039,115.05832937509602,0.014013953712373664,45.459282228034084,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.77777777777778
358,358,2023-08-03,112.75350952148438,-0.010075583815620457,113.53110470419041,114.8658447265625,115.12200495402018,114.6392712198939,0.01223057883762092,37.24327594557409,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,359,2023-08-04,112.64522552490234,-0.0009608217622889551,113.6590731228302,114.54987869262695,114.93438364664713,114.27671745716816,0.01082285529038016,37.79485376307787,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
360,360,2023-08-07,114.27919006347656,0.014401207326077204,113.23581369517927,114.3559684753418,114.86465784708659,114.2771670219515,0.012005184947407667,37.035007927395036,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,361,2023-08-08,113.42283630371094,-0.007521740679154023,113.53110052522804,114.08823471069336,114.82720133463542,114.12183416408956,0.01214057256910987,39.70237326295975,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
362,362,2023-08-09,111.32623291015625,-0.018657823340641068,111.99557542274306,113.85199737548828,114.68520024617513,113.61354302701078,0.011758715748684716,41.37719636090352,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
363,363,2023-08-10,111.21796417236328,-0.0009730089371392605,110.62738230427493,113.51634521484375,114.582421875,113.17798323525669,0.011258535468494788,33.88656699777066,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.142857142857142
364,364,2023-08-11,111.28687286376953,0.000619390522266158,111.40497551855555,113.22794189453126,114.44107081095378,112.83414498589538,0.0113120888179532,32.24668112850695,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333332
365,365,2023-08-14,113.75749206542969,0.02195761236972691,113.63938399061678,113.06454391479492,114.33924179077148,113.00202627308343,0.013190262161343254,42.78785401898749,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
366,366,2023-08-15,115.45053100585938,0.014773215260785278,115.32256896783235,113.00351638793946,114.3572774251302,113.44720895176997,0.01401666609999761,55.675317545393646,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.833333333333332
367,367,2023-08-16,113.5311050415039,-0.0167652826295164,113.92483650349712,112.96709594726562,114.35024007161458,113.46246278626705,0.013728681258690173,46.84898113416219,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
368,368,2023-08-17,113.07832336425781,-0.003996146876833193,112.70428470495055,112.99957733154297,114.34478556315104,113.39261925499264,0.013378840402855977,46.710167520557,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
369,369,2023-08-18,114.633544921875,0.013659768825875962,115.06665612587608,113.19840927124024,114.41863530476888,113.6182421035167,0.014011181058500325,47.762920914639125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
370,370,2023-08-21,114.76151275634766,0.0011156983855032559,115.66708415262971,113.24664154052735,114.5042709350586,113.82610949494051,0.013289553571940758,46.03843371335922,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
371,371,2023-08-22,114.71229553222656,-0.00042895723257343137,115.2635127757154,113.3755874633789,114.55873667399088,113.98723422899252,0.013004752379555395,52.86010373765377,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
372,372,2023-08-23,115.99190521240234,0.01109319031292564,117.80304308473005,113.84215469360352,114.61845245361329,114.35171986233976,0.011260948310761751,61.2286273744202,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666
373,373,2023-08-24,111.13922119140625,-0.042736745647920626,111.13923001455638,113.83428039550782,114.4694923400879,113.7676291948973,0.018664489084166912,46.0708827520919,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,374,2023-08-25,114.23982238769531,0.02751628348869024,114.54496098082582,114.12957534790038,114.36417058308919,113.85348250267874,0.020611475453214227,49.9045923616201,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333
375,375,2023-08-28,115.00758361816406,0.006698126834273287,119.05311830372787,114.25458450317383,114.29690882364909,114.06331906913061,0.0195586419622989,53.85720132482895,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
376,376,2023-08-29,118.75782775878906,0.03208828801622563,118.82674595277548,114.5853141784668,114.29297154744467,114.91686610361396,0.021567582759843117,66.74057855443884,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545454545454
377,377,2023-08-30,119.22047424316406,0.003888144955466149,119.1023489080124,115.15425109863281,114.37270126342773,115.69934031080489,0.02044277702519528,67.74335206844648,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
378,378,2023-08-31,118.50191497802734,-0.006045383069731326,119.11219442277353,115.69661026000976,114.52067743937174,116.20889934120896,0.02055172955543712,65.54940610078529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
379,379,2023-09-01,119.033447265625,0.004475402481200975,120.51977260315137,116.13660049438477,114.62829615275065,116.72245350928459,0.020309881489122623,62.40741936872928,,,,,,,,,0.0
380,380,2023-09-05,122.0356216430664,0.024908459718122763,121.13003268240143,116.86401138305663,114.82220713297527,117.6884840790631,0.021332740264954377,64.58787344706562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
381,381,2023-09-06,122.38011932373047,0.0028189502642509195,121.88797038891975,117.63079376220703,115.03153864542644,118.54150866900261,0.02124606798703996,71.07359874298763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22222222222222
382,382,2023-09-07,123.12820434570312,0.006094191236055115,122.8427620881885,118.34442367553712,115.3461919148763,119.37545333749361,0.02118393443935745,73.60146174982836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.428571428571427
383,383,2023-09-08,124.33892059326172,0.009784943417077504,125.02792176712302,119.66439361572266,115.67167307535807,120.27790192945145,0.012495001568225963,73.16728301462079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25
384,384,2023-09-11,124.72278594970703,0.003082494420547311,110.32223209408973,120.71268997192382,116.02340240478516,121.08606266040701,0.011285234440728322,73.49113750416515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.56521739130435
385,385,2023-09-12,107.8909683227539,-0.14497239751830016,106.62119896079241,120.00102844238282,115.77338562011718,118.68695459901554,0.049978979819839495,41.0209765798315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0303030303030294
386,386,2023-09-13,110.08599090576172,0.020140631287592352,111.71996998317319,119.13384475708008,115.57422510782878,117.12314301842393,0.0490919342728668,42.408891001834185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.230769230769234
387,387,2023-09-14,111.8774642944336,0.016142407661949677,112.39914267064641,118.39954376220703,115.50696360270182,116.16938325042568,0.04956078184836965,51.02994387001226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714285
388,388,2023-09-15,112.12353515625,0.002197052347111421,111.64121782652161,117.7617057800293,115.48596445719402,115.43377450603009,0.049635024936243916,46.791994152669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
389,389,2023-09-18,110.4501953125,-0.015036557713698996,110.71596615088619,116.9033805847168,115.41279678344726,114.52766919811552,0.04958136687031597,43.27621388030173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.368421052631575
390,390,2023-09-19,111.00141143798828,0.004978218690392348,111.04078939377285,115.79995956420899,115.303537495931,113.88653142354693,0.04852390265741204,37.36370273642322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.27272727272728
391,391,2023-09-20,111.099853515625,0.0008864612644479405,109.76117947454182,114.67193298339843,115.22610473632812,113.37986271301565,0.04847331410349687,36.61148338262479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.81818181818182
392,392,2023-09-21,107.71379852294922,-0.030951682207569706,108.26501166419054,113.13049240112305,115.10569025675456,112.34966922391266,0.04855020458839191,33.65154938110312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
393,393,2023-09-22,107.320068359375,-0.0036620334209874488,106.74915824176722,111.42860717773438,114.97576039632162,111.43519633945125,0.04802080815071948,32.174947661339615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333
394,394,2023-09-25,106.60151672363281,-0.006717922717741237,105.45970368888571,109.61648025512696,114.81958185831705,110.55634550021153,0.04771616399883898,24.758506396782437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333332
395,395,2023-09-26,103.23514556884766,-0.032088386898717076,103.35327049207405,109.15089797973633,114.46883697509766,109.22521823996354,0.017557343895653575,21.50600954004831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99999999999999
396,396,2023-09-27,102.97923278808594,-0.002482008424214806,102.3984901333107,108.44022216796876,114.05312703450521,108.08958452144033,0.01536263414832233,19.565863729832657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5
397,397,2023-09-28,104.48524475097656,0.014518518395902149,105.43018967752035,107.70100021362305,113.7515983581543,107.43425001771963,0.015101019941869076,20.277042266101375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
398,398,2023-09-29,104.25885009765625,-0.0021691127813794546,104.15056655410503,106.91453170776367,113.45761591593424,106.8569045777081,0.014872219218484297,19.218285900001533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.999999999999996
399,399,2023-10-02,105.03645324707031,0.007430713589489171,104.75100193826981,106.3731575012207,113.13771286010743,106.52591342668303,0.01526095231277499,41.69532577268605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
400,400,2023-10-03,102.88079833984375,-0.020736443316126656,103.31389560041025,105.56109619140625,112.74168904622395,105.86316522907588,0.015551682529675741,28.989721326523295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0
401,401,2023-10-04,105.40065002441406,0.024197782930653538,105.29237180551164,104.99117584228516,112.43130086263021,105.77907155550099,0.018443004221405226,31.883245786595396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
402,402,2023-10-05,106.65072631835938,0.011790451890098523,106.23731923357606,104.88486862182617,112.11992823282877,105.93755423965705,0.01669924760232789,35.50572713429912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
403,403,2023-10-06,108.23548126220703,0.014749980405422337,109.01310033158683,104.97640991210938,112.02313690185547,106.35535915284795,0.017373539062098705,44.106864805059026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857142
404,404,2023-10-09,108.58984375,0.00326864773084426,108.4815612053784,105.1752426147461,111.83480428059896,106.76162907960287,0.01717612948291017,43.515120082162454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444444444444
405,405,2023-10-10,107.9894027709961,-0.005544783510048138,108.18698770071981,105.65066833496094,111.60086491902669,106.98486065985617,0.012856873036139636,41.85565585170287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
406,406,2023-10-11,108.31541442871094,0.0030143748881131323,108.62165716540595,106.18428649902344,111.25278447469076,107.22677952692067,0.012640781319767803,51.87586085491964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
407,407,2023-10-12,107.79180908203125,-0.0048458016606063225,107.87086109198441,106.5149429321289,110.87182896931967,107.32951217330441,0.012512031959283668,51.459087867143516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,408,2023-10-13,106.94221496582031,-0.007913031511055513,107.63374297785441,106.78327941894531,110.48650563557943,107.25909449921639,0.012907196697369165,51.04530171336224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857142
409,409,2023-10-16,107.39664459228516,0.004240297893656382,106.28031090296312,107.0192985534668,110.09861221313477,107.28410360704706,0.012811987378441273,65.54572607674594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
410,410,2023-10-17,107.72267150878906,0.003031128696705178,107.09040430000732,107.50348587036133,109.62151387532552,107.3638432255456,0.009968790142359832,67.62728587224632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.27272727272727
411,411,2023-10-18,106.94221496582031,-0.007271426590361625,107.3176176597741,107.65764236450195,109.10691706339519,107.28718354195917,0.007832614287005945,59.650873565285146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664
412,412,2023-10-19,107.03112030029297,0.0008309945674140293,105.6974238119762,107.69568176269532,108.57034759521484,107.24062658892895,0.006941336361309346,61.008259064764374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
413,413,2023-10-20,100.61952209472656,-0.06177334065627089,100.80723785670106,106.93408584594727,107.779700978597,106.03678940816488,0.01972289029942569,37.88273037496944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
414,414,2023-10-23,102.40766906738281,0.01761530759049839,102.69415564842932,106.31586837768555,107.03586374918619,105.3769493462045,0.02105368495436359,48.6753209912514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.71428571428571
415,415,2023-10-24,101.95321655273438,-0.004447556217884479,101.45925867364356,105.71224975585938,106.83793869018555,104.75445247466448,0.02105837829907751,39.085469482638175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664
416,416,2023-10-25,100.20460510253906,-0.017299900117471623,100.46147376038174,104.90116882324219,106.50855916341146,103.9272074979144,0.021098549735183138,30.216180422282847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664
417,417,2023-10-26,99.18705749511719,-0.010206609722042183,99.7797940176752,104.04069366455079,106.08554560343424,103.06536204286036,0.021083718214892855,21.22769469786769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333
418,418,2023-10-27,99.76991271972656,0.005859125130413548,99.91811057662564,103.3234634399414,105.67375818888347,102.46618943865421,0.021557693002578964,22.35596260073173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
419,419,2023-10-30,100.42195129394531,0.006514159635424901,100.7776036479593,102.62599411010743,105.33948338826498,102.09450977597987,0.021700269966980157,26.358038492396247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
420,420,2023-10-31,102.15081024169922,0.017069431368063347,102.54598097124162,102.06880798339844,105.04446334838867,102.10474622429247,0.022825704130779494,32.29287333772503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
421,421,2023-11-01,104.47241973876953,0.022472857511781994,105.16395630309869,101.82182846069335,104.82354888916015,102.53523231783376,0.024423897776269646,41.358066624160045,,,,,,,,,41.66666666666666
422,422,2023-11-02,105.57888793945312,0.010535315843251259,105.87525554208163,101.67660522460938,104.75238520304362,103.08862424903728,0.02475429325237435,46.49746523220606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
423,423,2023-11-03,106.74462890625,0.010980909678610644,106.75449144059142,102.28911590576172,104.73320388793945,103.7533523685305,0.0128628413583783,48.38396509738264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
424,424,2023-11-06,107.79180908203125,0.009762336899266413,108.6611900092719,102.82752990722656,104.77288029988607,104.48761722553063,0.01229599130246218,50.16544466677377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
425,425,2023-11-07,107.67327117919922,-0.0011002981517689119,107.91037643268224,103.39953536987305,104.92081782023112,105.06682703528855,0.012049570566428167,51.80663375718961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
426,426,2023-11-08,110.9729232788086,0.030184862235490884,111.04207325871013,104.4763671875,105.18727416992188,106.14066271592856,0.011424511639537652,58.407099806037564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
427,427,2023-11-09,110.8247299194336,-0.001336293502571035,110.73580817920039,105.64013442993163,105.39859034220378,106.99231129838401,0.009906986307563929,79.70102180341709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
428,428,2023-11-10,111.70397186279297,0.007902320121313706,111.70398092171256,106.83354034423829,105.64676106770834,107.84897685554927,0.009807592618900586,78.56711138286215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555
429,429,2023-11-13,112.77093505859375,0.009506374192520551,113.47235522144595,108.06843872070313,105.90457712809244,108.7438783470119,0.009690350091992823,82.03636406360006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.428571428571427
430,430,2023-11-14,114.69737243652344,0.01693847779290315,114.7467608809109,109.32309494018554,106.2984629313151,109.82633181783217,0.009682219292831222,92.47257253398752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5
431,431,2023-11-15,112.6820068359375,-0.017727362839342873,112.38564290705156,110.14405364990235,106.54117482503256,110.34554545748767,0.01257310406137613,87.36320513990421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
432,432,2023-11-16,113.2846450805664,0.005333881511156764,113.22537710460149,110.91462936401368,106.76230545043946,110.87992720713835,0.012544111678536918,87.37703306112614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664
433,433,2023-11-17,113.96631622314453,0.0059992986009965,114.25281556450629,111.63679809570313,106.95333328247071,111.4410888464122,0.012469109953619361,87.39768909111974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
434,434,2023-11-20,115.5074691772461,0.013432263064893072,115.79395779821557,112.4083641052246,107.18392079671224,112.18043072474563,0.012627283720491723,87.26569038903804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.999999999999996
435,435,2023-11-21,114.6776123046875,-0.007210375777043931,115.29011983976228,113.10879821777344,107.40686111450195,112.63446373928052,0.013193274565406782,81.05828238664992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.428571428571427
436,436,2023-11-22,114.83567810058594,0.0013774001549969471,115.08266420840957,113.49507369995118,107.62420323689778,113.03468453224514,0.010205967112940128,79.89784563098854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5
437,437,2023-11-24,114.84556579589844,8.609928395434763e-05,114.60845501307689,113.89715728759765,107.85932846069336,113.36393567109118,0.010142000577685238,78.27582864380113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,438,2023-11-27,115.06289672851562,0.0018905871925291714,114.59857970128137,114.23304977416993,108.1300178527832,113.67283768153199,0.010033858373003489,76.93994174634332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
439,439,2023-11-28,114.83567810058594,-0.001976686476483558,115.92238338538985,114.43952407836915,108.37798563639323,113.88426321226906,0.0098572917384718,76.32526312896755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,440,2023-11-29,114.80603790283203,-0.0002581429753648531,115.44818660264148,114.450390625,108.614097849528,114.05185861055323,0.008303143290892845,68.54673543730536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.666666666666664
441,441,2023-11-30,114.80603790283203,0.0,114.6677324816459,114.66279373168945,108.87622528076172,114.18898211824028,0.005491781102979442,69.54405518977102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
442,442,2023-12-01,115.74456787109375,0.00814168455093777,114.86531896063725,114.90878601074219,109.16667353312174,114.47181589148636,0.005754211323931624,69.7203085192817,,,,,,,,,25.0
443,443,2023-12-04,114.38124084472656,-0.011848675156021697,113.1858570731307,114.9502784729004,109.62539749145508,114.45534770116639,0.007049235767634683,57.63820833990762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
444,444,2023-12-05,113.1463394165039,-0.01085506691310937,113.55139157328115,114.71416549682617,109.98335316975911,114.21734619486412,0.006176097742068295,42.12640539734547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
445,445,2023-12-06,110.67654418945312,-0.022070088967223195,111.05195170635078,114.31405868530274,110.27413075764974,113.57356401206212,0.008787211640490372,40.26853886661019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333
446,446,2023-12-07,111.50639343261719,0.007469998469744522,110.65678867742308,113.98113021850585,110.650857035319,113.1977148157994,0.009359490846602281,41.557243856445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22222222222222
447,447,2023-12-08,112.23745727539062,0.006534851725204868,112.39551978025119,113.72031936645507,111.08587036132812,113.02312253572508,0.00980296830340291,41.83006771592338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.727272727272727
448,448,2023-12-11,113.73908996582031,0.013290359658443331,101.45926039925341,113.58793869018555,111.55150960286458,113.15329843210603,0.010940859245356717,41.61197936080449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.076923076923077
449,449,2023-12-12,99.59209442138672,-0.13282435268170242,99.85883701319324,112.06358032226562,111.52384770711264,110.6876249756116,0.043077171181242484,18.385096703161068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0
450,450,2023-12-13,101.74575805664062,0.021394345431554773,100.63928767688289,110.75755233764649,111.51034596761068,109.06183099034413,0.044382553463347775,24.68476242019834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.285714285714285
451,451,2023-12-14,99.09812927246094,-0.02636656960478575,98.48562719781437,109.18676147460937,111.33120295206706,107.2502488598199,0.044368574782945716,22.364751095744268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
452,452,2023-12-15,102.07176971435547,0.029565626519201457,102.16068852823227,107.81948165893554,111.21429901123047,106.30870719700818,0.04607905108558896,29.212791001735226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.714285714285715
453,453,2023-12-18,103.73147583007812,0.016129406446372167,103.71172364180305,106.7545051574707,111.11386057535807,105.84011967574816,0.04696857390841193,33.01090094460534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,454,2023-12-19,104.96637725830078,0.011834485336212648,104.67000363436794,105.93650894165039,111.01967951456706,105.68125741803044,0.047456014899927255,35.48107400767945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333
455,455,2023-12-20,102.89175415039062,-0.019962577253476502,103.43508822866224,105.15802993774415,110.86029561360677,105.17407500573229,0.04738877270595226,33.434096062212646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5
456,456,2023-12-21,104.5810775756836,0.016285127511665904,104.42300991930603,104.46549835205079,110.64723409016928,105.06625729117798,0.04777433194299302,34.795463892758434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664
457,457,2023-12-22,104.9169692993164,0.0032066362093661786,105.23311198252992,103.73344955444335,110.45030873616537,105.03911401993042,0.04768562687304959,36.73863184697089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
458,458,2023-12-26,104.9071044921875,-9.402931663581096e-05,105.03552452652207,102.85025100708008,110.22374649047852,105.01511228761352,0.04724661462178367,38.04472656704059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
459,459,2023-12-27,104.66011810302734,-0.0023571100523791565,104.72927884597496,103.35705337524413,109.95338592529296,104.95056789041602,0.017827704906243105,40.668090344449396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
460,460,2023-12-28,104.96637725830078,0.0029219529014594863,105.31214371720802,103.67911529541016,109.62901941935222,104.95344232094051,0.016867184198431168,39.68847939615727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
461,461,2023-12-29,104.15628051757812,-0.007747613783612782,103.25726766247814,104.18493041992187,109.34482854207357,104.80850381123827,0.014042142077308271,37.29023565985383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
462,462,2024-01-02,102.80282592773438,-0.01307962629338599,102.05200836693211,104.25803604125977,108.9954345703125,104.44383510514665,0.012084502295476997,32.71931922625494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
463,463,2024-01-03,101.22215270996094,-0.01549520901838607,101.5284039799684,104.00710372924804,108.57062911987305,103.85807466965832,0.011734979309858826,54.272377113792345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
464,464,2024-01-04,101.35057830810547,0.0012679457368697056,101.29131095331455,103.64552383422851,108.09873275756836,103.40216624028507,0.010739462609045538,48.84121538937194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
